"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"274","MMR","","States","Delaware","2015-16","97.6",11589,9.5,"",NA,"Stratified 2-stage cluster sample"
"275","MMR","","States","Delaware","2014-15","97.8",11476,7.9,"",NA,"Stratified 2-stage cluster sample"
"276","MMR","","States","Delaware","2013-14","96.4",11997,12.2,"≥",NA,"Stratified  2-stage cluster sample"
"277","MMR","","States","Delaware","2012-13","95.7",11997,7.8,"≥",NA,"2-stage Cluster Sample"
"278","MMR","","States","Delaware","2011-12","96.9",11327,7.4,"≥",NA,"2-stage Cluster Sample"
"279","DTP, DTaP, or DT","","States","Delaware","2017-18","96.9",10988,9.5,"",NA,"Stratified 2-stage cluster sample"
"280","DTP, DTaP, or DT","","States","Delaware","2016-17","98.7",11490,9.3,"",NA,"Stratified 2-stage cluster sample"
"281","MMR","","States","Delaware","2016-17","98.5",11490,9.3,"",NA,"Stratified 2-stage cluster sample"
"282","MMR","","States","Delaware","2018-19","97.8",10798,9.5,"",NA,"Stratified 2-stage cluster sample"
"283","MMR","","States","Delaware","2017-18","96.7",10988,9.5,"",NA,"Stratified 2-stage cluster sample"
"284","DTP, DTaP, or DT","","States","Delaware","2009-10","89.6",11327,9.2,"",NA,"Random sample"
"285","MMR","","States","Delaware","2021-22","96.4",11181,9.5,"‡",NA,"Stratified 2-stage cluster sample"
"286","MMR","","States","Delaware","2020-21","95.7",10587,9.2,"",NA,"Stratified 2-stage cluster sample"
"287","MMR","","States","Delaware","2019-20",NA,NA,NA,"",NA,"Not Conducted"
"288","Varicella","1 Dose (unknown disease history)","States","Delaware","2011-12",NA,11327,7.4,"≥",NA,"2-stage Cluster Sample"
"289","Varicella","1 Dose (unknown disease history)","States","Delaware","2012-13",NA,11997,7.8,"",NA,"2-stage Cluster Sample"
"290","DTP, DTaP, or DT","","States","Delaware","2018-19","97.8",10798,9.5,"",NA,"Stratified 2-stage cluster sample"
"291","DTP, DTaP, or DT","","States","Delaware","2019-20",NA,NA,NA,"",NA,"Not Conducted"
"292","Varicella","1 Dose (unknown disease history)","States","Delaware","2010-11",NA,NA,NA,"",NA,NA
"293","Varicella","1 Dose (unknown disease history)","States","Delaware","2009-10",NA,11327,9.2,"",NA,"Random sample"
"294","DTP, DTaP, or DT","","States","Delaware","2020-21","94.9",10587,9.2,"",NA,"Stratified 2-stage cluster sample"
"295","DTP, DTaP, or DT","","States","Delaware","2021-22","96.4",11181,9.5,"‡",NA,"Stratified 2-stage cluster sample"
"296","Varicella","2 Doses (unknown disease history)","States","Delaware","2016-17","98.2",11490,9.3,"",NA,"Stratified 2-stage cluster sample"
"297","Varicella","2 Doses (unknown disease history)","States","Delaware","2018-19","97.6",10798,9.5,"",NA,"Stratified 2-stage cluster sample"
"298","Varicella","2 Doses (unknown disease history)","States","Delaware","2017-18","96.7",10988,9.5,"",NA,"Stratified 2-stage cluster sample"
"299","Hepatitis B","","States","Delaware","2009-10","88.9",11327,9.2,"",NA,"Random sample"
"300","Varicella","2 Doses (unknown disease history)","States","Delaware","2021-22","95.7",11181,9.5,"‡",NA,"Stratified 2-stage cluster sample"
"301","Varicella","2 Doses (unknown disease history)","States","Delaware","2020-21","95.3",10587,9.2,"",NA,"Stratified 2-stage cluster sample"
"302","Varicella","2 Doses (unknown disease history)","States","Delaware","2019-20",NA,NA,NA,"",NA,"Not Conducted"
"303","Hepatitis B","","States","Delaware","2010-11",NA,NA,NA,"",NA,NA
"304","Hepatitis B","","States","Delaware","2016-17","98.9",11490,9.3,"",NA,"Stratified 2-stage cluster sample"
"305","Hepatitis B","","States","Delaware","2017-18","97.9",10988,9.5,"",NA,"Stratified 2-stage cluster sample"
"306","Hepatitis B","","States","Delaware","2015-16","99.0",11589,9.5,"",NA,"Stratified 2-stage cluster sample"
"307","Hepatitis B","","States","Delaware","2014-15","97.5",11476,7.9,"",NA,"Stratified 2-stage cluster sample"
"308","Hepatitis B","","States","Delaware","2013-14","96.4",11997,12.2,"≥",NA,"Stratified  2-stage cluster sample"
"309","Hepatitis B","","States","Delaware","2012-13","95.7",11997,7.8,"≥",NA,"2-stage Cluster Sample"
"310","Hepatitis B","","States","Delaware","2011-12","96.9",11327,7.4,"≥",NA,"2-stage Cluster Sample"
"311","Varicella","UTD (unknown disease history)","States","District of Columbia","2020-21","78.0",8262,100,"*",NA,"Census"
"312","Varicella","UTD (unknown disease history)","States","District of Columbia","2021-22","81.0",8959,100,"*",NA,"Census"
"313","Exemption","Any Exemption","States","District of Columbia","2019-20",NA,NA,NA,"†",NA,"Not Conducted"
"314","Exemption","Any Exemption","States","District of Columbia","2020-21","0.3",8262,100,"†",25,"Census"
"315","Exemption","Any Exemption","States","District of Columbia","2018-19",NA,NA,NA,"",NA,"Census"
"316","Exemption","Any Exemption","States","District of Columbia","2021-22","0.5",8959,100,"†",46,"Census"
"317","Exemption","Any Exemption","States","District of Columbia","2012-13","1.6",7842,NA,"",128,"Census"
"318","Exemption","Any Exemption","States","District of Columbia","2013-14","1.5",7856,NA,"",118,"Census"
"319","Exemption","Any Exemption","States","District of Columbia","2014-15","1.1",7840,NA,"",89,"Census"
"320","Exemption","Any Exemption","States","District of Columbia","2015-16","1.0",8080,NA,"",77,"Census"
"321","Exemption","Any Exemption","States","District of Columbia","2016-17","1.1",8522,NA,"",89,"Census"
"322","Exemption","Any Exemption","States","District of Columbia","2017-18",NA,NA,NA,"",NA,"Census"
"323","Exemption","Any Exemption","States","District of Columbia","2011-12","2.1",6854,NA,"",144,"Census"
"324","Exemption","Non-Medical Exemption","States","District of Columbia","2009-10","0.3",6092,NA,"†",20,"Census"
"325","Exemption","Non-Medical Exemption","States","District of Columbia","2010-11",NA,NA,NA,"",NA,NA
"326","Exemption","Non-Medical Exemption","States","District of Columbia","2011-12","0.8",6854,NA,"",53,"Census"
"327","Exemption","Non-Medical Exemption","States","District of Columbia","2012-13","0.3",7842,NA,"",27,"Census"
"328","Exemption","Non-Medical Exemption","States","District of Columbia","2013-14","0.4",7856,NA,"",33,"Census"
"329","Exemption","Non-Medical Exemption","States","District of Columbia","2014-15","0.5",7840,NA,"",43,"Census"
"330","Exemption","Non-Medical Exemption","States","District of Columbia","2015-16","0.4",8080,NA,"",33,"Census"
"331","Exemption","Non-Medical Exemption","States","District of Columbia","2016-17","0.5",8522,NA,"",42,"Census"
"332","Exemption","Non-Medical Exemption","States","District of Columbia","2017-18",NA,NA,NA,"",NA,"Census"
"333","Exemption","Non-Medical Exemption","States","District of Columbia","2018-19",NA,NA,NA,"",NA,"Census"
"334","Exemption","Non-Medical Exemption","States","District of Columbia","2020-21","0.3",8262,100,"†",25,"Census"
"335","Exemption","Non-Medical Exemption","States","District of Columbia","2019-20",NA,NA,NA,"†",NA,"Not Conducted"
"336","DTP, DTaP, or DT","","States","District of Columbia","2022-23","85.0",8064,100,"*",NA,"Census"
"337","Varicella","1 Dose (unknown disease history)","States","District of Columbia","2022-23","NReq",8064,100,"*",NA,"Census"
"338","MMR","","States","District of Columbia","2022-23","87.5",8064,100,"*",NA,"Census"
"339","Varicella","2 Doses (unknown disease history)","States","District of Columbia","2022-23","86.8",8064,100,"*",NA,"Census"
"340","Hepatitis B","","States","District of Columbia","2022-23","92.2",8064,100,"*",NA,"Census"
"341","Exemption","Non-Medical Exemption","States","District of Columbia","2022-23","0.9",8064,100,"†",74,"Census"
"342","Exemption","Medical Exemption","States","District of Columbia","2022-23","0.3",8064,100,"†",27,"Census"
"343","Exemption","Any Exemption","States","District of Columbia","2022-23","1.3",8064,100,"†",101,"Census"
"344","Varicella","UTD (unknown disease history)","States","District of Columbia","2022-23","86.8",8064,100,"*",NA,"Census"
"345","Polio","","States","District of Columbia","2022-23","87.8",8064,100,"*",NA,"Census"
"346","Varicella","1 Dose (unknown disease history)","States","Kansas","2011-12",NA,38402,52.7,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"347","Varicella","1 Dose (unknown disease history)","States","Kansas","2012-13",NA,40738,31.8,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"348","DTP, DTaP, or DT","","States","Kansas","2009-10","97.1",39073,39.1,"†",NA,"Stratified 1-stage sample  (Public).  Census (Private)"
"349","MMR","","States","Kansas","2021-22","91.0",36526,29.5,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"350","MMR","","States","Kansas","2019-20","90.0",37865,34.3,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"351","MMR","","States","Kansas","2020-21","92.6",34687,32.7,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"352","MMR","","States","Kansas","2017-18","89.1",38484,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"353","MMR","","States","Kansas","2018-19","90.8",37838,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"354","MMR","","States","Kansas","2016-17","89.5",38298,22.9,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"355","Varicella","2 Doses (unknown disease history)","States","Kansas","2015-16","87.9",39555,21,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"356","Varicella","2 Doses (unknown disease history)","States","Kansas","2014-15","88.9",39685,24.5,"†.‡",NA,"Stratified 2-stage cluster sample"
"357","Varicella","2 Doses (unknown disease history)","States","Kansas","2013-14","85.5",41107,29,"†. ‡",NA,"Stratified 1-stage sample (Public); Census (Private)"
"358","Varicella","2 Doses (unknown disease history)","States","Kansas","2012-13","88.4",40738,31.8,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"359","Varicella","2 Doses (unknown disease history)","States","Kansas","2011-12","85.9",38402,52.7,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"360","Varicella","2 Doses (unknown disease history)","States","Kansas","2010-11",NA,NA,NA,"",NA,NA
"361","Varicella","2 Doses (unknown disease history)","States","Kansas","2009-10","85.3",39073,39.1,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"362","Varicella","1 Dose (unknown disease history)","States","Kansas","2021-22","NReq",36526,29.5,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"363","Varicella","1 Dose (unknown disease history)","States","Kansas","2010-11",NA,NA,NA,"",NA,NA
"364","Varicella","1 Dose (unknown disease history)","States","Kansas","2009-10",NA,39073,39.1,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"365","DTP, DTaP, or DT","","States","Kansas","2021-22","90.0",36526,29.5,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"366","DTP, DTaP, or DT","","States","Kansas","2020-21","90.8",34687,32.7,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"367","DTP, DTaP, or DT","","States","Kansas","2019-20","89.7",37865,34.3,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"368","DTP, DTaP, or DT","","States","Kansas","2018-19","91.0",37838,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"369","DTP, DTaP, or DT","","States","Kansas","2017-18","89.5",38484,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"370","MMR","","States","Kansas","2015-16","89.4",39555,21,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"371","MMR","","States","Kansas","2014-15","89.2",39685,24.5,"†.‡",NA,"Stratified 2-stage cluster sample"
"372","MMR","","States","Kansas","2013-14","86.9",41107,29,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"373","MMR","","States","Kansas","2012-13","90.0",40738,31.8,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"374","MMR","","States","Kansas","2011-12","88.2",38402,52.7,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"375","DTP, DTaP, or DT","","States","Kansas","2011-12","88.0",38402,52.7,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"376","DTP, DTaP, or DT","","States","Kansas","2010-11",NA,NA,NA,"",NA,NA
"377","DTP, DTaP, or DT","","States","Kansas","2015-16","89.4",39555,21,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"378","DTP, DTaP, or DT","","States","Kansas","2014-15","89.6",39685,24.5,"†.‡",NA,"Stratified 2-stage cluster sample"
"379","DTP, DTaP, or DT","","States","Kansas","2013-14","87.6",41107,29,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"380","DTP, DTaP, or DT","","States","Kansas","2012-13","88.9",40738,31.8,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"381","DTP, DTaP, or DT","","States","Kansas","2016-17","88.7",38298,22.9,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"382","Hepatitis B","","States","Kansas","2010-11",NA,NA,NA,"",NA,NA
"383","Hepatitis B","","States","Kansas","2011-12","95.8",38402,52.7,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"384","Varicella","1 Dose (unknown disease history)","States","Kansas","2015-16",NA,39555,21,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"385","Varicella","1 Dose (unknown disease history)","States","Kansas","2014-15",NA,39685,24.5,"†.‡",NA,"Stratified 2-stage cluster sample"
"386","Varicella","1 Dose (unknown disease history)","States","Kansas","2013-14",NA,41107,29,"†. ‡",NA,"Stratified 1-stage sample (Public); Census (Private)"
"387","Varicella","1 Dose (unknown disease history)","States","Kansas","2019-20","NReq",37865,34.3,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"388","Varicella","1 Dose (unknown disease history)","States","Kansas","2020-21","NReq",34687,32.7,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"389","Hepatitis B","","States","Kansas","2016-17","96.7",38298,22.9,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"390","Hepatitis B","","States","Kansas","2017-18","96.4",38484,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"391","Hepatitis B","","States","Kansas","2015-16","96.8",39555,21,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"392","Hepatitis B","","States","Kansas","2014-15","97.6",39685,24.5,"†.‡",NA,"Stratified 2-stage cluster sample"
"393","Hepatitis B","","States","Kansas","2013-14","95.3",41107,29,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"394","Hepatitis B","","States","Kansas","2012-13","88.1",40738,31.8,"†. ‡",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"395","Varicella","2 Doses (unknown disease history)","States","Kansas","2016-17","88.8",38298,22.9,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"396","Varicella","2 Doses (unknown disease history)","States","Kansas","2018-19","89.2",37838,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"397","Varicella","2 Doses (unknown disease history)","States","Kansas","2017-18","88.3",38484,23.1,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"398","Hepatitis B","","States","Kansas","2009-10","97.0",39073,39.1,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"399","Varicella","2 Doses (unknown disease history)","States","Kansas","2021-22","90.2",36526,29.5,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"400","Varicella","2 Doses (unknown disease history)","States","Kansas","2019-20","89.1",37865,34.3,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"401","Varicella","2 Doses (unknown disease history)","States","Kansas","2020-21","91.8",34687,32.7,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"402","MMR","","States","Kansas","2010-11",NA,NA,NA,"",NA,NA
"403","MMR","","States","Kansas","2009-10","90.9",39073,39.1,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"404","Exemption","Medical Exemption","States","Kentucky","2009-10","0.3",56526,NA,"",170,"Census"
"405","Polio","","States","Kentucky","2021-22","87.8",59233,91.5,">=. ‡. §",NA,"Census"
"406","Polio","","States","Kentucky","2020-21","90.1",59233,86.4,"‡.§",NA,"Census (public). voluntary response (private)"
"407","Exemption","Medical Exemption","States","Kentucky","2017-18","0.3",55152,NA,"",174,"Census"
"408","Exemption","Medical Exemption","States","Kentucky","2016-17","0.4",51487,NA,"",217,"Census"
"409","Exemption","Medical Exemption","States","Kentucky","2015-16","0.2",54353,NA,"",129,"Census"
"410","Exemption","Medical Exemption","States","Kentucky","2014-15","0.2",57884,NA,"",116,"Census"
"411","Polio","","States","Kentucky","2017-18","94.0",55152,99,"‡.§",NA,"Census"
"412","Polio","","States","Kentucky","2016-17","92.7",51487,92.9,"‡.§",NA,"Census"
"413","Polio","","States","Kentucky","2018-19","94.1",55587,99,"‡.§",NA,"Census"
"414","Polio","","States","Kentucky","2019-20","94.1",59233,92.9,"‡.§",NA,"Census"
"415","Polio","","States","Kentucky","2012-13","94.3",58466,97.2,"‡",NA,"Census"
"416","Polio","","States","Kentucky","2013-14","94.3",57857,100,"*",NA,"Census"
"417","Polio","","States","Kentucky","2014-15","94.7",57884,97.2,"‡",NA,"Census"
"418","Polio","","States","Kentucky","2015-16","94.3",54353,99.5,"‡.§",NA,"Census"
"419","Hepatitis B","","States","Kentucky","2019-20","93.7",59233,92.9,"‡.§",NA,"Census"
"420","Hepatitis B","","States","Kentucky","2018-19","93.4",55587,99,"‡.§",NA,"Census"
